Capacity,Voltage
0.01648351648351648, 4.375000000000001
0.0357142857142857, 4.336805555555556
0.045329670329670335, 4.319444444444445
0.07417582417582416, 4.274305555555556
0.08928571428571427, 4.243055555555556
0.12499999999999997, 4.180555555555556
0.14835164835164835, 4.149305555555556
0.18956043956043958, 4.090277777777779
0.24587912087912087, 4.017361111111112
0.2719780219780219, 3.9861111111111116
0.31043956043956045, 3.9409722222222228
0.3475274725274725, 3.9097222222222228
0.37774725274725274, 3.8715277777777786
0.4107142857142857, 3.8472222222222228
0.44368131868131877, 3.8229166666666674
0.4807692307692307, 3.7986111111111116
0.5151098901098902, 3.770833333333334
0.5521978021978021, 3.7534722222222228
0.5961538461538461, 3.7326388888888893
0.6991758241758241, 3.677083333333334
0.7554945054945055, 3.6527777777777786
0.7953296703296703, 3.631944444444445
0.8365384615384615, 3.6076388888888893
0.8708791208791209, 3.5763888888888893
0.8887362637362639, 3.5381944444444446
0.903846153846154, 3.4548611111111116
0.9148351648351649, 3.3576388888888893
0.9203296703296704, 3.260416666666667
0.9230769230769231, 3.1701388888888893
